INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LOCALE,CCUGPROF,CCSIZSET,HBCU,PBI,MENONLY,WOMENONLY,RELAFFIL,DISTANCEONLY,UGDS,AGE_ENTRY,FEMALE,MARRIED,DEPENDENT,MD_FAMINC,percent_on_student_loan,id_number
Northeast State Community College,Blountville,TN,37617-0246,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,41.0,2.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,4988.0,24.915374241,0.564733648,0.1689143628,0.487862441,15135.15491,0.0,3630
Blue Cliff College-Lafayette,Lafayette,LA,70508,Accrediting Commission of Career Schools and Colleges,0,8,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,307.0,27.943563609,0.8918459796,0.1619479049,0.2331068328,10994.83686,75.88,5329
Louisiana State University-Alexandria,Alexandria,LA,71302-9121,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,1,41.0,9.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,2244.0,23.499584372,0.6999168745,0.1305070657,0.6600166251,27883.63476,39.94,1491
Virginia College-Tulsa,Tulsa,OK,74105-5623,Accrediting Council for Independent Colleges and Schools,0,33,1,2,3,11.0,6.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,39.0,29.129327399,0.7731618859,0.1807204088,0.2466617211,13449.66401,88.6,6832
Elmira Business Institute,Elmira,NY,14901,Accrediting Council for Independent Colleges and Schools,1,1,2,2,3,13.0,3.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,400.0,31.919379845,0.7333333333,0.2620155039,0.1395348837,10353.24744,89.04,2448
Southern Illinois University-Edwardsville,Edwardsville,IL,62026-1259,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,21.0,13.0,16.0,0.0,0.0,0.0,0.0,-2.0,0.0,11371.0,21.755251494,0.5744844864,0.0512622856,0.8088263635,46616.97026,59.99,1150
North-West College-Santa Ana,Santa Ana,CA,92705-8680,Accrediting Commission of Career Schools and Colleges,0,4,0,0,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,98.0,26.738202247,0.8668539326,0.1893258427,0.3741573034,16998.74561,95.24,7223
Palm Beach Academy of Health & Beauty,Lake Park,FL,33403,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,103.0,28.92575406,0.8816705336,0.1461716937,0.1647331787,10437.89858,6.13,5896
Clary Sage College,Tulsa,OK,74145,Accrediting Council for Independent Colleges and Schools,0,3,1,2,3,11.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,362.0,27.503634476,0.766874351,0.2445482866,0.2471443406,14870.72924,72.5,5956
Diman Regional Technical Institute,Fall River,MA,02723,Council on Occupational Education,1,1,1,1,1,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,80.0,29.435185185,0.8703703704,0.2407407407,0.2407407407,23041.18567,67.37,1663
Franklin Pierce University,Rindge,NH,03461-0060,New England Association of Schools and Colleges Commission on Institutions of Higher Education,1,1,3,4,2,41.0,10.0,11.0,0.0,0.0,0.0,0.0,-2.0,0.0,1731.0,22.127895267,0.5528700906,0.0735146022,0.8358509567,80996.68903,88.81,2204
Amarillo College,Amarillo,TX,79109,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,12.0,1.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,9346.0,24.853379152,0.6164948454,0.1828178694,0.4971363116,21952.02888,15.73,3642
Colorado State University-Fort Collins,Fort Collins,CO,80523-0100,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,12.0,15.0,16.0,0.0,0.0,0.0,0.0,-2.0,0.0,22373.0,21.371623503,0.5484544695,0.0413533835,0.8272069062,60920.50517,45.27,584
Flagler College-St Augustine,Saint Augustine,FL,32084,Southern Association of Colleges and Schools Commission on Colleges,1,2,3,3,2,23.0,13.0,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,2767.0,22.231847134,0.6522292994,0.0573248408,0.8095541401,51934.61783,59.99,740
Tennessee College of Applied Technology-Livingston,Livingston,TN,38570,Council on Occupational Education,1,1,1,1,1,33.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,299.0,25.690307329,0.5130023641,0.231678487,0.4917257683,19006.57451,0.0,3580
Emma's Beauty Academy-Mayaguez,Mayaguez,PR,00680,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,388.0,22.09921671,0.7336814621,0.1409921671,0.6997389034,814.5091466,0.0,4206
All-State Career School-Lester,Lester,PA,19029,Accrediting Commission of Career Schools and Colleges,1,2,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,314.0,29.902097902,0.2832167832,0.1300699301,0.2293706294,10701.31533,65.88,3164
Viterbo University,La Crosse,WI,54601-8804,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,13.0,9.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,2019.0,24.060265577,0.7395301328,0.1297242084,0.6762002043,58424.77205,74.12,4148
Milwaukee Area Technical College,Milwaukee,WI,53233-1443,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,2,1,11.0,1.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,14991.0,26.895940655,0.5571811251,0.0958170204,0.4249948485,17361.22633,52.99,4129
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,80217-3364,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,11.0,9.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,10786.0,24.421232147,0.5687486677,0.114900874,0.5821786399,33130.59828,35.95,572
North Central University,Minneapolis,MN,55404-1391,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,3,2,11.0,13.0,8.0,0.0,0.0,0.0,0.0,27.0,0.0,928.0,20.780969479,0.6068222621,0.0287253142,0.908438061,52994.71108,68.02,1934
Metropolitan Learning Institute,Rego Park,NY,11374,Council on Occupational Education,1,1,1,1,2,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,717.0,37.014893617,0.8382978723,0.6276595745,0.0819148936,12998.66152,4.6,5431
Imagine-Paul Mitchell Partner School,North Little Rock,AR,72117,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,398.0,24.232111693,0.9581151832,0.2111692845,0.427574171,18197.93059,72.38,153
South Georgia State College,Douglas,GA,31533,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,3,1,33.0,6.0,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,2371.0,22.395427604,0.6312447079,0.0918712955,0.7315834039,22522.18117,47.27,7129
Carrington College-Westside,Phoenix,AZ,85017-5885,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0,6,2,2,3,11.0,3.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,503.0,26.67952923,0.8140073317,0.1796256994,0.3399575535,16430.57995,52.64,4346
Charleston Southern University,Charleston,SC,29406-9121,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,13.0,13.0,10.0,0.0,0.0,0.0,0.0,54.0,0.0,2949.0,22.645285088,0.6217105263,0.1129385965,0.7456140351,42599.71493,72.46,3446
Paul Mitchell the School-East Bay,Pleasant Hill,CA,94523,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,221.0,23.917218543,0.9635761589,0.1258278146,0.5231788079,26054.59619,79.51,6474
Utah State University,Logan,UT,84322-1400,Northwest Commission on Colleges and Universities,1,1,3,4,1,13.0,9.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,21087.0,23.944242864,0.5742622158,0.2266569908,0.5986937591,38140.9302,33.17,3858
SAE Institute of Technology-Nashville,Nashville,TN,37203,Accrediting Commission of Career Schools and Colleges,1,2,1,2,3,11.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,143.0,25.563596491,0.1162280702,0.1074561404,0.4846491228,18863.78408,57.89,5713
ATA College,Louisville,KY,40223,Accrediting Bureau of Health Education Schools,1,2,2,2,3,21.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,439.0,28.021360759,0.9137658228,0.1708860759,0.2484177215,14692.13457,94.61,5797
Paul Mitchell the School-Nashville,Antioch,TN,37013,National Accrediting Commission of Cosmetology Arts and Sciences,1,2,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,91.0,24.890666667,0.928,0.1386666667,0.4346666667,19809.32528,63.23,3572
Dorsey Business Schools-Madison Heights,Madison Heights,MI,48071,Accrediting Council for Independent Colleges and Schools,0,10,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,197.0,28.586206897,0.8210463734,0.1416963932,0.2831946096,11225.56712,87.75,1792
Kalamazoo Valley Community College,Kalamazoo,MI,49003-4070,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,2,1,22.0,1.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,8295.0,24.782338807,0.5226271526,0.1035242291,0.5678814577,20653.846,32.81,1812
Western Iowa Tech Community College,Sioux City,IA,51102-5199,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,1,2,1,13.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,3450.0,24.729768786,0.5697254335,0.1351156069,0.5487716763,26216.5788,39.95,1326
Huntington University,Huntington,IN,46750,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,32.0,12.0,11.0,0.0,0.0,0.0,0.0,84.0,0.0,1001.0,21.268131868,0.5494505495,0.0483516484,0.8813186813,62578.87194,72.84,1190
Fortis Institute-Baltimore,Baltimore,MD,21244,Accrediting Commission of Career Schools and Colleges,0,3,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,515.0,30.37541862,0.4601473543,0.1490288011,0.2253851306,12380.57395,88.53,5934
My Le's Beauty College,Gretna,LA,70056,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,35.0,32.314285714,0.8428571429,0.3928571429,0.1428571429,13533.24784,0.0,6346
Carsten Institute of Cosmetology,Tempe,AZ,85282,National Accrediting Commission of Cosmetology Arts and Sciences,1,2,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,59.0,25.68,0.92,0.1454545455,0.4181818182,18322.86282,62.77,5011
Helms College,Macon,GA,31206-5309,Accrediting Council for Continuing Education & Training,1,1,1,1,2,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,116.0,29.94488189,0.5157480315,0.1732283465,0.3937007874,14627.75757,74.02,7015
Stevens-Henager College,West Haven,UT,84401,Accrediting Commission of Career Schools and Colleges,1,7,2,3,2,21.0,10.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,321.0,31.432909795,0.6769979277,0.2957924137,0.1539778358,13960.2119,79.35,3855
Roberts Wesleyan College,Rochester,NY,14624,Middle States Commission on Higher Education,1,1,3,4,2,21.0,13.0,11.0,0.0,0.0,0.0,0.0,64.0,0.0,1335.0,26.073512252,0.7176196033,0.1890315053,0.5810968495,52334.46707,75.36,2562
CUNY Brooklyn College,Brooklyn,NY,11210,Middle States Commission on Higher Education,1,1,3,4,1,11.0,9.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,12925.0,23.544954417,0.5954102483,0.0671172587,0.6689720214,18450.43905,21.79,2424
Parisian Beauty School,Hackensack,NJ,07601-5509,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,369.0,25.348484848,0.9343434343,0.1338383838,0.5429292929,26401.34876,50.7,2289
Virginia College-Austin,Austin,TX,78728,Accrediting Council for Independent Colleges and Schools,0,33,1,2,3,11.0,2.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,569.0,29.129327399,0.7731618859,0.1807204088,0.2466617211,13449.66401,80.19,5452
Haywood Community College,Clyde,NC,28721-9901,Southern Association of Colleges and Schools Commission on Colleges,1,1,1,2,1,21.0,1.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1859.0,28.020018198,0.6323930846,0.2192902639,0.3666969973,16966.35973,12.69,2707
University at Buffalo,Buffalo,NY,14260-1660,Middle States Commission on Higher Education,1,1,3,4,1,21.0,15.0,16.0,0.0,0.0,0.0,0.0,-2.0,0.0,19488.0,20.91091577,0.4643138284,0.0216478615,0.882183154,44784.64179,46.93,2601
Maryville College,Maryville,TN,37804-5907,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,3,2,21.0,13.0,11.0,0.0,0.0,0.0,0.0,66.0,0.0,1213.0,20.44576523,0.4873699851,0.0267459138,0.9212481426,44947.69106,71.92,3582
Saint Xavier University,Chicago,IL,60655,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,11.0,13.0,13.0,0.0,0.0,0.0,0.0,30.0,0.0,2940.0,21.548578199,0.6777251185,0.0444312796,0.8335308057,36679.39981,75.31,1136
Le Cordon Bleu College of Culinary Arts-Dallas,Dallas,TX,75234,Accrediting Council for Independent Colleges and Schools,0,5,1,2,3,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,909.0,28.767749699,0.4870637786,0.1874247894,0.3492779783,19276.97088,73.46,6079
Saint Louis University,Saint Louis,MO,63103-2097,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,11.0,15.0,17.0,0.0,0.0,0.0,0.0,30.0,0.0,7822.0,22.41287166,0.6115920211,0.0722619496,0.7978923598,75910.39427,33.57,2095
Argosy University-San Diego,San Diego,CA,92108,Western Association of Schools and Colleges Senior Colleges and University Commission,0,28,3,4,3,11.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,234.0,29.893958794,0.6097854344,0.1975711015,0.2849493656,15149.50454,45.56,5964
Johnson State College,Johnson,VT,05656-9464,New England Association of Schools and Colleges Commission on Institutions of Higher Education,1,1,3,4,1,42.0,7.0,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,1363.0,24.961305925,0.677146312,0.1330108827,0.6203143894,38416.13292,42.87,3871
University of Alabama at Birmingham,Birmingham,AL,35294-0110,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,1,12.0,9.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,11383.0,23.408617818,0.6323896753,0.1034554538,0.6883846794,34491.4012,52.14,1
Bryant & Stratton College-Milwaukee,Milwaukee,WI,53203-2608,Middle States Commission on Higher Education,0,18,2,3,3,11.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,847.0,29.343011019,0.7850687136,0.1701126656,0.243902439,13683.44656,92.18,4146
Chicago ORT Technical Institute,Skokie,IL,60077,Accrediting Council for Continuing Education & Training,1,1,1,2,2,13.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,433.0,34.517045455,0.6363636364,0.4772727273,0.1732954545,0,23.89,4739
Columbia College,Columbia,MO,65216,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,12.0,5.0,16.0,0.0,0.0,0.0,0.0,61.0,0.0,15141.0,30.433780825,0.6218223365,0.3509473484,0.1610968295,22404.78439,57.6,2023
Piedmont International University,Winston-Salem,NC,27101-5025,Transnational Association of Christian Colleges and Schools,1,1,3,4,2,12.0,7.0,7.0,0.0,0.0,0.0,0.0,54.0,0.0,190.0,28.582278481,0.4240506329,0.2594936709,0.5253164557,30639.8475,52.79,2751
National American University-Mesquite,Mesquite,TX,75150-5628,North Central Association of Colleges and Schools The Higher Learning Commission,0,33,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,203.0,33.069607238,0.7090273494,0.2592021386,0.0852354514,13568.95846,86.24,6921
Educational Technical College-Recinto de Coamo,Coamo,PR,00769,Accrediting Commission of Career Schools and Colleges,0,3,1,1,3,31.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,226.0,25.659971306,0.756097561,0.156384505,0.4325681492,0,0.0,5846
Silver Lake College of the Holy Family,Manitowoc,WI,54220-9319,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,32.0,7.0,7.0,0.0,0.0,0.0,0.0,30.0,0.0,296.0,23.585714286,0.6714285714,0.0714285714,0.6928571429,33506.36676,52.3,4143
Blue Mountain Community College,Pendleton,OR,97801,Northwest Commission on Colleges and Universities,1,1,2,2,1,41.0,2.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1388.0,26.12992126,0.6210629921,0.1751968504,0.4852362205,21150.30911,22.83,3096
Hilltop Beauty School,Daly City,CA,94014,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,109.0,33.275590551,0.9133858268,0.4094488189,0.1732283465,18631.14353,0.0,349
Vatterott College-Springfield,Springfield,MO,65807,Accrediting Commission of Career Schools and Colleges,0,11,1,2,3,12.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,348.0,28.619603985,0.4115114992,0.1683679744,0.2336735949,9334.33676,25.64,4776
William Jewell College,Liberty,MO,64068-1896,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,3,2,21.0,14.0,11.0,0.0,0.0,0.0,0.0,-2.0,0.0,1043.0,21.477732794,0.6484848485,0.0525252525,0.8323232323,60907.52807,63.6,2120
Jacksonville University,Jacksonville,FL,32211-3394,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,11.0,9.0,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,3164.0,27.787247088,0.6640098099,0.2550582465,0.4763948498,48195.56953,50.61,774
University of Washington-Bothell Campus,Bothell,WA,98011-8246,Northwest Commission on Colleges and Universities,0,3,3,4,1,21.0,13.0,12.0,0.0,0.0,0.0,0.0,-2.0,0.0,4378.0,22.808145197,0.5609561753,0.0863213811,0.7273129703,37699.78115,39.89,4627
Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,90015-1421,Western Association of Schools and Colleges Senior Colleges and University Commission,1,4,2,3,3,11.0,11.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,3142.0,21.526675203,0.8915919761,0.0307298335,0.8228766539,43398.39599,56.98,318
Brightwood College-Bakersfield,Bakersfield,CA,93304,Accrediting Council for Independent Colleges and Schools,0,2,1,2,3,11.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,387.0,25.324585635,0.8535911602,0.169198895,0.3929558011,11844.89805,62.0,5743
Vermont Technical College,Randolph Center,VT,05061-0500,New England Association of Schools and Colleges Commission on Institutions of Higher Education,1,1,2,3,1,43.0,7.0,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,1336.0,25.748809524,0.580952381,0.1666666667,0.5642857143,43839.04097,45.56,3884
Pitt Community College,Winterville,NC,28590,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,22.0,2.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,7895.0,26.540712687,0.5892580479,0.1139610949,0.5169564469,16206.61235,36.44,2753
Wittenberg University,Springfield,OH,45504,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,13.0,14.0,11.0,0.0,0.0,0.0,0.0,67.0,0.0,1896.0,20.253388947,0.5683003128,0.0208550574,0.929092805,68662.39843,76.47,3024
InterCoast Colleges-Roseville,Roseville,CA,92678,Accrediting Council for Continuing Education & Training,0,10,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,32.0,32.259438529,0.4932236205,0.238625363,0.201839303,14606.19793,100.0,6398
Union County Vocational Technical School,Scotch Plains,NJ,07076,Middle States Commission on Secondary Education,1,1,1,1,1,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,106.0,27.083333333,0.2619047619,0.1547619048,0.5357142857,24683.9111,10.07,4956
Georgia College and State University,Milledgeville,GA,31061,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,1,32.0,14.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,5827.0,20.416145833,0.6208333333,0.0234375,0.9255208333,71221.49378,47.15,907
Dewey University-Manati,Manati,PR,00674-0000,Accrediting Council for Independent Colleges and Schools,0,9,1,1,2,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,584.0,25.691519636,0.655663062,0.1266363119,0.4672737621,0,0.0,6764
Associated Technical College-San Diego,San Diego,CA,92101,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,119.0,30.603498542,0.2419825073,0.1049562682,0.221574344,0,85.79,209
San Juan College,Farmington,NM,87402-4699,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,1,2,1,13.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,5925.0,26.631702413,0.6789544236,0.188002681,0.3974530831,18416.4662,9.81,2341
Winona State University,Winona,MN,55987-5838,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,32.0,11.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,7944.0,21.588809182,0.6433285509,0.0585365854,0.8413199426,74491.97149,62.99,1964
Rollins College,Winter Park,FL,32789-4499,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,21.0,14.0,11.0,0.0,0.0,0.0,0.0,-2.0,0.0,2670.0,22.908379888,0.5977653631,0.0715083799,0.7754189944,43230.52035,49.85,821
Chester County Intermediate Unit,Downingtown,PA,19335,Accreditation Commission for Education in Nursing Inc.,1,1,1,1,1,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,125.0,29.681818182,0.9350649351,0.2337662338,0.2662337662,27130.59988,77.72,4987
Orange County Community College,Middletown,NY,10940,Middle States Commission on Higher Education,1,1,2,2,1,23.0,2.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,5413.0,22.889715832,0.6028416779,0.0761163735,0.7097428958,30847.12327,22.98,2545
Montgomery College,Rockville,MD,20850,Middle States Commission on Higher Education,1,1,2,2,1,13.0,1.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,18672.0,23.928179886,0.5429530201,0.1048098434,0.6521252796,25439.77244,13.6,1603
MotoRing Technical Training Institute,East Providence,RI,02914-5022,Accrediting Commission of Career Schools and Colleges,0,2,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,14.0,27.588414634,0.324695122,0.1615853659,0.4344512195,19357.23829,78.57,6931
Ross Medical Education Center-Flint,Flint,MI,48507,Accrediting Bureau of Health Education Schools,1,7,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,303.0,28.011558538,0.937733035,0.2143922446,0.298284862,14808.71215,53.94,1851
